-4.289146865268776004e-02 7.686114966170895513e-02 -2.973790525542374663e-02 -3.362079804570242136e-02 4.663663274788665269e-02 -3.458815385954919219e-02 -9.707483566656707752e-02 -8.754996279716689700e-02 -9.725543632304063657e-02 8.076665816185799041e-02
-2.580062387010258196e-02 -9.658537923749990761e-02 -7.727143010126086287e-03 -6.835177277991086320e-02 3.964170251502324716e-02 4.923299167784445096e-03 -5.374920931003453195e-02 -8.424794581330107002e-02 3.156012838703184387e-02 -1.055581405253760985e-02
8.295810269085387989e-02 4.728049398276970572e-02 -3.753791051892108044e-03 -9.783032649232609179e-02 8.477976808376783135e-02 -9.325534708739256773e-02 5.328878825401536790e-02 9.882609885442469877e-02 8.341300434019649490e-04 -4.244742815257596114e-02
9.590368610042160347e-02 4.314600534241530561e-02 8.641731316234690929e-03 1.440659297435505082e-02 1.815593698416377577e-02 8.672137389825926301e-02 -9.911991759130774071e-02 -2.911952064634336368e-02 -6.613508703140000278e-02 9.637039346033918208e-02
-3.223090887512385094e-02 7.500642066537094310e-02 1.465294781765229259e-02 -8.106237933140117424e-02 5.432570453114887732e-02 -1.398035298768057766e-03 8.738835820608670257e-02 -3.341870388163829808e-02 9.804889011669162824e-03 -4.638589610786301304e-02
9.363967947848292339e-02 3.159768157471370964e-02 1.553585994672046500e-02 -7.963689815664430627e-02 6.771006790517206109e-02 -1.675010084366715390e-02 -3.836239573305336159e-02 -3.716252322510826822e-02 1.584159993956206491e-02 -2.428123888946658038e-02
5.482503830923721178e-02 -9.421711285756495524e-02 1.535033179292662198e-02 -8.284730612284921247e-03 -1.232196026240277298e-02 9.738450528100131565e-02 -7.304996222535456440e-02 -8.982686714336851619e-02 -2.962370961463609009e-03 5.039232632785126120e-02
5.915231389984315635e-02 -3.179029087745557924e-02 5.681103998614545070e-02 -6.267088275117900509e-02 -2.573055004675817159e-02 -2.877500075162386928e-02 6.127681889755570710e-03 6.594596709023411996e-02 -1.022692164509828028e-03 -2.120018326872066816e-02
3.974482218012226342e-02 1.725327032941412209e-03 6.706946142807718170e-02 4.758861881586212705e-02 -8.866601745952913671e-02 8.495146690057980843e-02 -9.769465555953540936e-02 -4.202267845288831793e-02 -7.903424949511959896e-02 -7.692973435850147812e-02
-4.026141670262737421e-02 8.712755003195191139e-02 8.009273661808744005e-02 -9.377736568857547583e-02 9.647881789573459210e-02 7.853053939932300165e-02 3.123838437758644226e-02 -1.124942053005392739e-02 -1.736773350543463490e-02 1.422159336310553635e-02
9.981580216594948540e-02 -6.984240190278867555e-02 6.243991460189354803e-02 -2.487241669466104532e-02 -9.490581886471692596e-02 2.527284436615556684e-02 1.761334404453696045e-02 3.765042759257414273e-02 -5.655269379910687899e-02 -7.464376015087215155e-02
-4.276019728540445680e-02 -6.780746213557128921e-02 2.874122560271141769e-02 -6.116660386950576594e-02 1.579403902230566703e-02 -3.747288832687285798e-02 -7.789750457365669789e-02 -4.626774116241634538e-02 -7.121085753830309895e-02 -3.265482098973362945e-02
-5.151669409114743164e-02 -1.677684742056810563e-02 -1.453926788587869834e-02 -4.823521874343955629e-03 -7.291177019532300851e-02 -5.367188518895524979e-02 -8.550105409853424321e-02 7.662823459384163205e-02 8.932185105352727361e-02 9.056708686716680168e-02
-7.939772738615642755e-02 3.758359844664987959e-02 2.738048085752806116e-02 8.411529854119256799e-02 -4.121977793179361360e-02 8.795643600587044197e-02 8.710803556226401345e-03 -7.662864795843163379e-02 4.326722307556735148e-04 -1.900108577327193349e-02
5.342352356526952617e-02 -2.979861510289741333e-02 4.612134967856115764e-02 7.522964832253797862e-02 6.012915668162269189e-02 -3.260929290985917217e-02 -8.883995327433141798e-03 -8.482819193585813822e-02 -9.363560541356459599e-02 -4.558988897964853099e-02
4.472268625668790465e-02 -1.199166247619862236e-02 -7.304249669528824207e-02 7.795818270887114321e-03 5.676922691440874913e-02 8.399331407542323658e-02 8.564545413343846447e-02 9.135563438221391830e-02 -6.469943278028245093e-04 -5.940068193411210395e-02
-7.634144337012838122e-02 -6.194828421174667504e-02 1.071059601996512956e-02 9.164581249565523224e-02 -1.992654390981256352e-02 -7.594254438731923296e-02 4.601843564653798624e-02 -7.376362767990173042e-02 5.675855241960722775e-03 3.943953535268449051e-02
8.607165465499186374e-02 -1.807019769551054811e-04 7.974060180266981379e-02 4.328398354304974216e-02 -2.674751373507189278e-02 3.690659996649306440e-02 -1.093766075672723825e-02 -5.250777417512308975e-02 7.376626424956833628e-02 9.178468633729314208e-03
3.584503677325232007e-02 9.243515476481259374e-02 2.065396337214557565e-02 7.671387015674083210e-02 -1.970649862306411704e-03 -6.450581332612334573e-02 8.328546214590784591e-02 4.599359615316531147e-02 7.649433253624537965e-02 -7.688293372229337841e-02
1.800714980854985214e-02 -2.061820295727909147e-02 8.550250806932474523e-02 -9.886550892802811741e-03 5.267247158268861806e-02 -1.814056453632625909e-02 1.727604891739092929e-03 -7.544752808927207566e-02 6.011640302339421593e-02 4.512687907403648002e-02
-3.041003976479046689e-02 6.814941291107928789e-02 2.913094135049074107e-03 5.540363953517996043e-02 1.892912546041017330e-02 6.572452466784087233e-02 4.728201501178988519e-02 9.960186927172737237e-03 8.830984398778315980e-02 9.220410719738633687e-02
1.858044536456263107e-02 -7.099698408050481024e-02 2.569057243208480723e-03 -7.264277836098829988e-02 -4.094707368807264797e-02 7.408859919499166669e-02 -4.182057599318533825e-02 -6.316413575350850185e-02 -8.611491829799425290e-02 -7.915106330825466552e-02
-4.809013700389155876e-02 5.860161616622780456e-02 -6.346889077717327021e-02 6.337481793483837333e-02 -3.156663924836355939e-02 2.559811869309461252e-02 -6.237809981230486855e-02 -6.906174842074411235e-02 -4.395044319810748057e-03 -1.467699225849887490e-02
-9.659778352632036880e-02 6.236900867103747914e-02 -6.870630236095956467e-02 -4.799369028897759737e-02 -2.245888997571113266e-02 -2.253335535354769603e-02 -3.717397188270979425e-02 8.403320803282962603e-02 -9.332831641172958936e-02 4.953148868605686261e-02
2.141646978563185866e-02 -9.089120109222888211e-02 7.068110113229331137e-02 8.588565899688327399e-02 -5.206651785818212919e-02 5.791861976180767702e-02 9.045487962735770937e-03 -7.937531864720676067e-02 -8.401241167179014646e-02 2.053458452921760879e-02
-9.669484394570493357e-03 6.351153010912194419e-02 8.175381961042191281e-02 -7.071401932791235301e-02 3.747366321077924556e-02 -4.186440742384718583e-02 -1.142582256682928010e-03 5.244056671292823824e-03 7.480413491385065616e-02 -1.778605425590576439e-02
-6.710871575065702199e-02 -5.041535220015831709e-02 5.366403326115393169e-02 -7.421658116055124266e-02 -6.444018842850060547e-02 6.762570208371776470e-02 6.084457371013105020e-02 6.159589677476942637e-02 -2.703142821496250237e-02 -2.455863100110911024e-02
